INSERTED;UUID;LINE;NAME;DIRECT_LINK;GROUP_NAME;GROUP_NAME_CNT;CHANGE_SAME;CHANGE_DIFF;HUMANIZE_DIRECT_LINK;HUMANIZE_CHANGE_SAME;LATITUDE;LONGITUDE
2210;c3c94791-c81d-4bd0-aed8-dd858c1947ca;M8;Saint-Sébastien - Froissart;7006e1f8-4bc7-4f7c-9b72-1be9c3ebc47e/0501d5fd-3876-4734-811c-81cfecf5be13;Saint-Sébastien - Froissart;1;;;Filles du Calvaire / Chemin Vert;;48,86116886550;2,36721086641
2220;0501d5fd-3876-4734-811c-81cfecf5be13;M8;Chemin Vert;c3c94791-c81d-4bd0-aed8-dd858c1947ca/453339c2-ccb9-482b-92aa-03e6b29e613d;Chemin Vert;1;;;Saint-Sébastien - Froissart / Bastille;;48,85742003750;2,36810829070
2230;453339c2-ccb9-482b-92aa-03e6b29e613d;M8;Bastille;0501d5fd-3876-4734-811c-81cfecf5be13/72d5c10b-eef1-4d6b-8764-568a4dfe57fe;Bastille;3;757a3621-4dda-4117-9888-7a836c6c3dd8/65c83b49-26fb-4371-ae38-8215908be7ff;;Chemin Vert / Ledru-Rollin;Bastille / Bastille;48,85343942760;2,36951356952
2240;72d5c10b-eef1-4d6b-8764-568a4dfe57fe;M8;Ledru-Rollin;453339c2-ccb9-482b-92aa-03e6b29e613d/169febff-1b63-44eb-978f-400f67d02125;Ledru-Rollin;1;;;Bastille / Faidherbe - Chaligny;;48,85127112640;2,37611877334
2250;169febff-1b63-44eb-978f-400f67d02125;M8;Faidherbe - Chaligny;72d5c10b-eef1-4d6b-8764-568a4dfe57fe/7645c3cc-86f7-4312-ba31-a2ebe9038ee3;Faidherbe - Chaligny;1;;;Ledru-Rollin / Reuilly - Diderot;;48,85017786190;2,38409221007
2260;7645c3cc-86f7-4312-ba31-a2ebe9038ee3;M8;Reuilly - Diderot;169febff-1b63-44eb-978f-400f67d02125/92f7d062-8188-48c2-a14b-e3472522efc1;Reuilly - Diderot;2;6bfcba0b-189f-414f-bc44-94413a02f3bd;;Faidherbe - Chaligny / Montgallet;Reuilly - Diderot;48,84712872130;2,38702524211
2270;92f7d062-8188-48c2-a14b-e3472522efc1;M8;Montgallet;7645c3cc-86f7-4312-ba31-a2ebe9038ee3/e35c326a-0b77-4b12-9da6-79789ce2a5c4;Montgallet;1;;;Reuilly - Diderot / Dausmenil;;48,84440867210;2,39007511282
2280;e35c326a-0b77-4b12-9da6-79789ce2a5c4;M8;Dausmenil;92f7d062-8188-48c2-a14b-e3472522efc1/08910f40-ddb5-40a7-884c-a2c9c7070054;Dausmenil;2;33efcd47-ecc6-4752-9e72-cefb278dc89e;;Montgallet / Michel Bizot;Dausmenil;48,83944542840;2,39618288645
2290;08910f40-ddb5-40a7-884c-a2c9c7070054;M8;Michel Bizot;e35c326a-0b77-4b12-9da6-79789ce2a5c4/a036f675-ab4d-4096-bfa2-de5c78d9e4f7;Michel Bizot;1;;;Dausmenil / Porte Dorée;;48,83711700700;2,40233316592
2300;a036f675-ab4d-4096-bfa2-de5c78d9e4f7;M8;Porte Dorée;08910f40-ddb5-40a7-884c-a2c9c7070054/a809871f-e266-43c2-baf3-133b134805f3;Porte Dorée;1;;;Michel Bizot / Porte de Charenton;;48,83478515810;2,40538321063
2310;a809871f-e266-43c2-baf3-133b134805f3;M8;Porte de Charenton;a036f675-ab4d-4096-bfa2-de5c78d9e4f7/76ce7521-778e-4a8c-b8ac-38c7d2bef55d;Porte de Charenton;1;;;Porte Dorée / Liberté;;48,83316292950;2,40144805422
2320;76ce7521-778e-4a8c-b8ac-38c7d2bef55d;M8;Liberté;a809871f-e266-43c2-baf3-133b134805f3/b20e640f-c2e3-4ed8-9a06-6aef2dfca451;Liberté;1;;;Porte de Charenton / Charenton - Ecoles;;48,82605499650;2,40674222593
2330;b20e640f-c2e3-4ed8-9a06-6aef2dfca451;M8;Charenton - Ecoles;76ce7521-778e-4a8c-b8ac-38c7d2bef55d/594e152f-840b-454b-a5de-ebc570d55d06;Charenton - Ecoles;1;;;Liberté / Ecole Vétérinaire de Maison-Alfort;;48,82159576730;2,41373751752
2340;594e152f-840b-454b-a5de-ebc570d55d06;M8;Ecole Vétérinaire de Maison-Alfort;b20e640f-c2e3-4ed8-9a06-6aef2dfca451/a167312b-b88b-47a3-8f6f-925b3a70d6a7;Ecole Vétérinaire de Maison-Alfort;1;;;Charenton - Ecoles / Maison-Alfort - Stade;;48,81480300700;2,42237614285
2350;a167312b-b88b-47a3-8f6f-925b3a70d6a7;M8;Maison-Alfort - Stade;594e152f-840b-454b-a5de-ebc570d55d06/19584eb2-62ad-4fe3-bac1-22af2eb5a679;Maison-Alfort - Stade;1;;;Ecole Vétérinaire de Maison-Alfort / Maison-Alfort - Les Juilliotes;;48,80914436090;2,43450989593
2360;19584eb2-62ad-4fe3-bac1-22af2eb5a679;M8;Maison-Alfort - Les Juilliotes;a167312b-b88b-47a3-8f6f-925b3a70d6a7/fed166b5-d6b1-44bd-9e24-1d23da0e12a5;Maison-Alfort - Les Juilliotes;1;;;Maison-Alfort - Stade / Créteil - L'Echat;;48,80263769070;2,44692748424
2370;fed166b5-d6b1-44bd-9e24-1d23da0e12a5;M8;Créteil - L'Echat;19584eb2-62ad-4fe3-bac1-22af2eb5a679/4d5c04fa-e4c0-4163-b408-8c4230a32d5a;Créteil - L'Echat;1;;;Maison-Alfort - Les Juilliotes / Créteil - Université;;48,79674076660;2,44943317569
2380;4d5c04fa-e4c0-4163-b408-8c4230a32d5a;M8;Créteil - Université;fed166b5-d6b1-44bd-9e24-1d23da0e12a5/8ce7ebbc-6abe-4f49-a278-702a0443370c;Créteil - Université;1;;;Créteil - L'Echat / Créteil - Préfecture;;48,78997831030;2,45045317792
2390;8ce7ebbc-6abe-4f49-a278-702a0443370c;M8;Créteil - Préfecture;4d5c04fa-e4c0-4163-b408-8c4230a32d5a/a3093a0a-b2c1-4bbf-9aed-295215cbf8f2;Créteil - Préfecture;1;;;Créteil - Université / Pointe du Lac;;48,77990531700;2,45936839626
2400;a3093a0a-b2c1-4bbf-9aed-295215cbf8f2;M8;Pointe du Lac;8ce7ebbc-6abe-4f49-a278-702a0443370c;Pointe du Lac;1;;;Créteil - Préfecture;;48,76871512530;2,46456499321
2410;97b91d0e-3882-41d3-bdbb-ce8cb50144f0;M9;Pont de Sèvres;13c41adc-2502-4b2f-b7bd-d76360664528;Pont de Sèvres;1;;;Billancourt;;48,82967484380;2,23079959132
2420;13c41adc-2502-4b2f-b7bd-d76360664528;M9;Billancourt;97b91d0e-3882-41d3-bdbb-ce8cb50144f0/1feb8620-6d9d-4cc2-bef7-79a24eff8bfc;Billancourt;1;;;Pont de Sèvres / Marcel Sambat;;48,83211056010;2,23863934858
2430;1feb8620-6d9d-4cc2-bef7-79a24eff8bfc;M9;Marcel Sambat;13c41adc-2502-4b2f-b7bd-d76360664528/a19bb1ed-5164-4a3e-82e2-8736b844d6b6;Marcel Sambat;1;;;Billancourt / Porte de Saint-Cloud;;48,83370884910;2,24384059238
2440;a19bb1ed-5164-4a3e-82e2-8736b844d6b6;M9;Porte de Saint-Cloud;1feb8620-6d9d-4cc2-bef7-79a24eff8bfc/94d12ccc-31a5-4da4-9ed4-44da0588947a;Porte de Saint-Cloud;1;;;Marcel Sambat / Exelmans;;48,83796121350;2,25712222985
2450;94d12ccc-31a5-4da4-9ed4-44da0588947a;M9;Exelmans;a19bb1ed-5164-4a3e-82e2-8736b844d6b6/f3aab47b-024e-4644-b9dd-058a089c2a76;Exelmans;1;;;Porte de Saint-Cloud / Michel-Ange - Molitor;;48,84293869590;2,26003290221
2460;f3aab47b-024e-4644-b9dd-058a089c2a76;M9;Michel-Ange - Molitor;94d12ccc-31a5-4da4-9ed4-44da0588947a/a95f7f34-baa5-49a5-96e4-7dd6b16aaa8b;Michel-Ange - Molitor;2;3ab35ee9-604d-4eac-a941-29c2c867f53d;;Exelmans / Michel-Ange - Auteil;Michel-Ange - Molitor;48,84505817230;2,26174512496
2470;a95f7f34-baa5-49a5-96e4-7dd6b16aaa8b;M9;Michel-Ange - Auteil;f3aab47b-024e-4644-b9dd-058a089c2a76/3239b99f-00a4-4ecb-8722-702ad5470a2f;Michel-Ange - Auteil;2;b88c58c3-b9ad-4f01-a810-403dfdcff170;;Michel-Ange - Molitor / Jasmin;Michel-Ange - Auteil;48,84789565020;2,26408203075
2480;3239b99f-00a4-4ecb-8722-702ad5470a2f;M9;Jasmin;a95f7f34-baa5-49a5-96e4-7dd6b16aaa8b/cd9992f4-dfd1-46f3-aaad-28c9c54f0ed3;Jasmin;1;;;Michel-Ange - Auteil / Ranelagh;;48,85250409060;2,26817674944
2490;cd9992f4-dfd1-46f3-aaad-28c9c54f0ed3;M9;Ranelagh;3239b99f-00a4-4ecb-8722-702ad5470a2f/62182295-a2c2-4829-bd4b-ad7d28fa8398;Ranelagh;1;;;Jasmin / La Muette;;48,85548505040;2,27010913894
2500;62182295-a2c2-4829-bd4b-ad7d28fa8398;M9;La Muette;cd9992f4-dfd1-46f3-aaad-28c9c54f0ed3/7a08b690-4780-4b6d-b7ef-6f44ee94ed9a;La Muette;1;;;Ranelagh / Rue de la Pompe;;48,85804605630;2,27415463109
2510;7a08b690-4780-4b6d-b7ef-6f44ee94ed9a;M9;Rue de la Pompe;62182295-a2c2-4829-bd4b-ad7d28fa8398/00419aee-1c76-4f1e-bda0-e0e3eac65898;Rue de la Pompe;1;;;La Muette / Trocadéro;;48,86397444580;2,27811255845
2520;00419aee-1c76-4f1e-bda0-e0e3eac65898;M9;Trocadéro;7a08b690-4780-4b6d-b7ef-6f44ee94ed9a/ae753c7a-8e67-409a-97fc-0a2ab4a66b63;Trocadéro;2;031acf11-25b2-4a06-98b4-5cfe7347daf1;;Rue de la Pompe / Iéna;Trocadéro;48,86306502020;2,28624317069
2530;ae753c7a-8e67-409a-97fc-0a2ab4a66b63;M9;Iéna;00419aee-1c76-4f1e-bda0-e0e3eac65898/ef8e5821-f769-443a-a146-345e709cf109;Iéna;1;;;Trocadéro / Alma - Marceau;;48,86479406580;2,29416201811
2540;ef8e5821-f769-443a-a146-345e709cf109;M9;Alma - Marceau;ae753c7a-8e67-409a-97fc-0a2ab4a66b63/833f96c2-0da1-47b2-a6f6-9c1e50dcc47d;Alma - Marceau;1;;;Iéna / Franklin D. Roosevelt;;48,86476684500;2,30099100350
2550;833f96c2-0da1-47b2-a6f6-9c1e50dcc47d;M9;Franklin D. Roosevelt;ef8e5821-f769-443a-a146-345e709cf109/e841c0c0-7b2a-4da9-9779-06f0c99a7b07;Franklin D. Roosevelt;2;b9d1c704-532d-44b1-934c-99df09c84323;;Alma - Marceau / Saint-Philippe-du-Roule;Franklin D. Roosevelt;48,86869984740;2,30950515734
2560;e841c0c0-7b2a-4da9-9779-06f0c99a7b07;M9;Saint-Philippe-du-Roule;833f96c2-0da1-47b2-a6f6-9c1e50dcc47d/47bf9b32-5909-4fd3-9608-5ee76110a305;Saint-Philippe-du-Roule;1;;;Franklin D. Roosevelt / Miromesnil;;48,87242238370;2,31003834462
2570;47bf9b32-5909-4fd3-9608-5ee76110a305;M9;Miromesnil;e841c0c0-7b2a-4da9-9779-06f0c99a7b07/9acb92c2-faac-4d7d-a10d-2c54b3cf3cc9;Miromesnil;2;463ebbb5-4290-48dc-b2c9-333c4f007b62;;Saint-Philippe-du-Roule / Havre - Caumartin;Miromesnil;48,87370952770;2,31460632162
2580;9acb92c2-faac-4d7d-a10d-2c54b3cf3cc9;M9;Havre - Caumartin;47bf9b32-5909-4fd3-9608-5ee76110a305/63537095-223a-42b6-8a26-1e2ad70aa283;Havre - Caumartin;2;5560ad51-630a-4c94-9a96-fe45637e19d0;;Miromesnil / Saint-Augustin;Havre - Caumartin;48,87371340670;2,32769540963
2590;63537095-223a-42b6-8a26-1e2ad70aa283;M9;Saint-Augustin;9acb92c2-faac-4d7d-a10d-2c54b3cf3cc9/ec6e5c91-fccf-4c94-a5fc-5f5f25d8594d;Saint-Augustin;1;0848372f-263b-4116-9575-b66a8eeb6ec3;;Havre - Caumartin / Chaussée d'Antin - La Fayette;Rue des Boules;48,87455838470;2,32136192810
2600;ec6e5c91-fccf-4c94-a5fc-5f5f25d8594d;M9;Chaussée d'Antin - La Fayette;63537095-223a-42b6-8a26-1e2ad70aa283/80c2301d-e86a-4d08-8a3e-a74718dd76bb;Chaussée d'Antin - La Fayette;2;817870c1-d954-41de-926c-72dd4c8e4eeb;;Saint-Augustin / Richelieu - Drouot;Chaussée d'Antin - La Fayette;48,87293765770;2,33347913185
2610;80c2301d-e86a-4d08-8a3e-a74718dd76bb;M9;Richelieu - Drouot;ec6e5c91-fccf-4c94-a5fc-5f5f25d8594d/98957eff-0f88-46ef-b5a9-da35963b9b82;Richelieu - Drouot;2;9935d16b-398e-4b71-81eb-c2fadd07a4ab;;Chaussée d'Antin - La Fayette / Grands Boulevards;Richelieu - Drouot;48,87215235260;2,33911503927
2620;98957eff-0f88-46ef-b5a9-da35963b9b82;M9;Grands Boulevards;80c2301d-e86a-4d08-8a3e-a74718dd76bb/65ebc1f8-2355-4dbd-997d-5c060dcb3773;Grands Boulevards;2;;;Richelieu - Drouot / Bonne Nouvelle;;48,87149773940;2,34315477308
2630;65ebc1f8-2355-4dbd-997d-5c060dcb3773;M9;Bonne Nouvelle;98957eff-0f88-46ef-b5a9-da35963b9b82/e7e5d05f-8f22-433a-8219-791a337d4bef;Bonne Nouvelle;2;;;Grands Boulevards / Strasbourg - Saint-Denis;;48,87016420090;2,35049797186
2640;e7e5d05f-8f22-433a-8219-791a337d4bef;M9;Strasbourg - Saint-Denis;65ebc1f8-2355-4dbd-997d-5c060dcb3773/1616e4eb-50f4-4073-b7c4-ddf714264278;Strasbourg - Saint-Denis;3;b72964b7-7ffb-4ca7-8729-baebb0b40c41/6014b488-6855-4d24-9291-e4a40fe4cde0;;Bonne Nouvelle / République;Strasbourg - Saint-Denis / Strasbourg - Saint-Denis;48,86922417170;2,35460379070
2650;1616e4eb-50f4-4073-b7c4-ddf714264278;M9;République;e7e5d05f-8f22-433a-8219-791a337d4bef/62e62d2c-89c1-4d2a-b35f-da04b9e79a2c;République;5;b02dedb1-5c12-4990-85a3-51b96860363d/01aec5d9-209a-454e-8f37-b877f74ffe8a/b15b689a-f391-4a2c-8727-0073778518ed/f1ad70bd-5d00-43df-8f2f-d403a99954e8;;Strasbourg - Saint-Denis / Oberkampf;République / République / République / République;48,86711163860;2,36423494565
2660;62e62d2c-89c1-4d2a-b35f-da04b9e79a2c;M9;Oberkampf;1616e4eb-50f4-4073-b7c4-ddf714264278/fdb60f78-1eac-43e7-a8b0-5cd6845e3843;Oberkampf;2;93a26e42-56a8-4918-8c8f-70e7982935be;;République / Saint-Ambroise;Oberkampf;48,86472762070;2,36849638711
2670;fdb60f78-1eac-43e7-a8b0-5cd6845e3843;M9;Saint-Ambroise;62e62d2c-89c1-4d2a-b35f-da04b9e79a2c/a1e61df2-3e6e-4ad7-b4e2-583a7c0e77f6;Saint-Ambroise;1;;;Oberkampf / Voltaire;;48,86101925990;2,37473343128
2680;a1e61df2-3e6e-4ad7-b4e2-583a7c0e77f6;M9;Voltaire;fdb60f78-1eac-43e7-a8b0-5cd6845e3843/44ab4ba5-6853-430e-8431-e13df403753a;Voltaire;1;;;Saint-Ambroise / Charonne;;48,85745372270;2,38071878586
2690;44ab4ba5-6853-430e-8431-e13df403753a;M9;Charonne;a1e61df2-3e6e-4ad7-b4e2-583a7c0e77f6/0848372f-263b-4116-9575-b66a8eeb6ec3;Charonne;1;;;Voltaire / Rue des Boules;;48,85458049910;2,38556348082
2700;0848372f-263b-4116-9575-b66a8eeb6ec3;M9;Rue des Boules;44ab4ba5-6853-430e-8431-e13df403753a/68cf43b0-06f8-4a86-a6fd-2bdaffc8f49f;Rue des Boules;1;;;Charonne / Nation;;48,85231542740;2,38937812792
2710;68cf43b0-06f8-4a86-a6fd-2bdaffc8f49f;M9;Nation;0848372f-263b-4116-9575-b66a8eeb6ec3/6df8b304-fd48-45d0-9b4f-1ea7f1987c3c;Nation;4;3fe3b2e7-bc78-42b7-aee2-d9e24a170873/a1acd0b7-df11-4b1f-b234-f22cc3494994/ae68412a-5504-4d74-8d80-1e7e95a44d9f;;Rue des Boules / Buzenval;Nation / Nation / Nation;48,84894464510;2,39587943519
2720;6df8b304-fd48-45d0-9b4f-1ea7f1987c3c;M9;Buzenval;68cf43b0-06f8-4a86-a6fd-2bdaffc8f49f/b89c5ac6-45be-483f-99be-bfb9fa5f5bce;Buzenval;1;;;Nation / Maraîchers;;48,85181213300;2,40102227052
2730;b89c5ac6-45be-483f-99be-bfb9fa5f5bce;M9;Maraîchers;6df8b304-fd48-45d0-9b4f-1ea7f1987c3c/b19203ad-f4b6-42fd-84fb-f26468121b72;Maraîchers;1;;;Buzenval / Porte de Montreuil;;48,85272511930;2,40608916188
2740;b19203ad-f4b6-42fd-84fb-f26468121b72;M9;Porte de Montreuil;b89c5ac6-45be-483f-99be-bfb9fa5f5bce/c5cb5cd6-902b-4a9d-a059-18d679aa9f7f;Porte de Montreuil;1;;;Maraîchers / Robespierre;;48,85354391610;2,41062642574
2750;c5cb5cd6-902b-4a9d-a059-18d679aa9f7f;M9;Robespierre;b19203ad-f4b6-42fd-84fb-f26468121b72/28fe3626-46ca-4281-a3f9-d72de91f8be6;Robespierre;1;;;Porte de Montreuil / Croix de Chavaux;;48,85572642860;2,42298321615
2760;28fe3626-46ca-4281-a3f9-d72de91f8be6;M9;Croix de Chavaux;c5cb5cd6-902b-4a9d-a059-18d679aa9f7f/b91afbc5-7932-45ce-8662-1a47faaacbab;Croix de Chavaux;1;;;Robespierre / Mairie de Montreuil;;48,85796559120;2,43555571569
2770;b91afbc5-7932-45ce-8662-1a47faaacbab;M9;Mairie de Montreuil;28fe3626-46ca-4281-a3f9-d72de91f8be6;Mairie de Montreuil;1;;;Croix de Chavaux;;48,86193691410;2,44131094125
2780;63544981-bb7c-4209-bea7-102072fedbc2;M10;Boulogne - Pont de Saint-Cloud;50e043bb-43cd-41a3-927c-2fb4b82bf83d;Boulogne - Pont de Saint-Cloud;1;;;Boulogne - Jean Jaurès;;48,84074501520;2,22853698150
2790;50e043bb-43cd-41a3-927c-2fb4b82bf83d;M10;Boulogne - Jean Jaurès;63544981-bb7c-4209-bea7-102072fedbc2/aed0b90e-658e-4f41-8daf-163dd961de57/3ab35ee9-604d-4eac-a941-29c2c867f53d;Boulogne - Jean Jaurès;1;;;Boulogne - Pont de Saint-Cloud / Porte d'Auteil / Michel-Ange - Molitor;;48,84200534730;2,23888732579
2800;aed0b90e-658e-4f41-8daf-163dd961de57;M10;Porte d'Auteil;50e043bb-43cd-41a3-927c-2fb4b82bf83d/b88c58c3-b9ad-4f01-a810-403dfdcff170;Porte d'Auteil;1;;;Boulogne - Jean Jaurès / Michel-Ange - Auteil;;48,84797154060;2,25774468038
2810;b88c58c3-b9ad-4f01-a810-403dfdcff170;M10;Michel-Ange - Auteil;aed0b90e-658e-4f41-8daf-163dd961de57/50d08b2a-2260-4b57-9999-de955b44c36c;Michel-Ange - Auteil;2;a95f7f34-baa5-49a5-96e4-7dd6b16aaa8b;;Porte d'Auteil / Eglise d'Auteil;Michel-Ange - Auteil;48,84793480790;2,26421877705
2820;50d08b2a-2260-4b57-9999-de955b44c36c;M10;Eglise d'Auteil;b88c58c3-b9ad-4f01-a810-403dfdcff170/9100a9b6-a5d0-4b72-a1de-76015ffd541e;Eglise d'Auteil;1;;;Michel-Ange - Auteil / Javel - André Citroën;;48,84715005570;2,26913587273
2830;3ab35ee9-604d-4eac-a941-29c2c867f53d;M10;Michel-Ange - Molitor;50e043bb-43cd-41a3-927c-2fb4b82bf83d/6366dff0-b4a0-4ba3-8124-6f38ec415484;Michel-Ange - Molitor;2;f3aab47b-024e-4644-b9dd-058a089c2a76;;Boulogne - Jean Jaurès / Chardon Lagache;Michel-Ange - Molitor;48,84524756550;2,26162349240
2840;6366dff0-b4a0-4ba3-8124-6f38ec415484;M10;Chardon Lagache;3ab35ee9-604d-4eac-a941-29c2c867f53d/7d3a8da5-cd04-43b4-9031-f96af785a084;Chardon Lagache;1;;;Michel-Ange - Molitor / Mirabeau;;48,84520470360;2,26644154308
2850;7d3a8da5-cd04-43b4-9031-f96af785a084;M10;Mirabeau;6366dff0-b4a0-4ba3-8124-6f38ec415484/9100a9b6-a5d0-4b72-a1de-76015ffd541e;Mirabeau;1;;;Chardon Lagache / Javel - André Citroën;;48,84713100820;2,27276375332
2860;9100a9b6-a5d0-4b72-a1de-76015ffd541e;M10;Javel - André Citroën;7d3a8da5-cd04-43b4-9031-f96af785a084/50d08b2a-2260-4b57-9999-de955b44c36c/31491e7d-de5f-486d-8cb2-538c20c78908;Javel - André Citroën;1;;;Mirabeau / Eglise d'Auteil / Charles Michels;;48,84612366690;2,27771173983
2870;31491e7d-de5f-486d-8cb2-538c20c78908;M10;Charles Michels;9100a9b6-a5d0-4b72-a1de-76015ffd541e/b6a9f9f6-aae2-4aa6-90b2-d1480f268655;Charles Michels;1;;;Javel - André Citroën / Avenue Emise-Zola;;48,84653463670;2,28599922342
2880;b6a9f9f6-aae2-4aa6-90b2-d1480f268655;M10;Avenue Emise-Zola;31491e7d-de5f-486d-8cb2-538c20c78908/738f1322-411b-4cf5-a367-1ba41f472b1f;Avenue Emise-Zola;1;;;Charles Michels / La Motte-Piquet - Grenelle;;48,84701958190;2,29542047803
2890;738f1322-411b-4cf5-a367-1ba41f472b1f;M10;La Motte-Piquet - Grenelle;b6a9f9f6-aae2-4aa6-90b2-d1480f268655/40f7c26a-32f5-4347-b52f-e2590c5309c0;La Motte-Piquet - Grenelle;3;43cb2e8d-a03c-4539-975d-48113a7dc1fb/738f1322-411b-4cf5-a367-1ba41f472b1f;;Avenue Emise-Zola / Ségur;La Motte-Piquet - Grenelle / La Motte-Piquet - Grenelle;48,84935055360;2,29830140173
2900;40f7c26a-32f5-4347-b52f-e2590c5309c0;M10;Ségur;738f1322-411b-4cf5-a367-1ba41f472b1f/e7a1d7d5-cc67-4779-8966-6459923b20ab;Ségur;1;;;La Motte-Piquet - Grenelle / Duroc;;48,84706613320;2,30740224062
2910;e7a1d7d5-cc67-4779-8966-6459923b20ab;M10;Duroc;40f7c26a-32f5-4347-b52f-e2590c5309c0/dd85eee2-fac8-4e34-b28b-675745f03dcf;Duroc;2;8d12cf08-e2a9-4127-baec-01b3d1a1a216;;Ségur / Vaneau;Duroc;48,84698910610;2,31700523574
2920;dd85eee2-fac8-4e34-b28b-675745f03dcf;M10;Vaneau;e7a1d7d5-cc67-4779-8966-6459923b20ab/7dd56423-1d0e-48be-a157-d20a8a363f73;Vaneau;1;;;Duroc / Sèvres - Babylone;;48,84881637250;2,32125786291
2930;7dd56423-1d0e-48be-a157-d20a8a363f73;M10;Sèvres - Babylone;dd85eee2-fac8-4e34-b28b-675745f03dcf/00c3130b-1af0-4ee8-a111-913dba77c1a0;Sèvres - Babylone;2;34e3b10f-a0b2-47fb-859f-726999a23ea2;;Vaneau / Mabillon;Sèvres - Babylone;48,85119234930;2,32648847397
2940;00c3130b-1af0-4ee8-a111-913dba77c1a0;M10;Mabillon;7dd56423-1d0e-48be-a157-d20a8a363f73/02040ce7-ca49-4639-8f91-54f65df79ee7;Mabillon;1;;;Sèvres - Babylone / Odéon;;48,85301676790;2,33550205309
2950;02040ce7-ca49-4639-8f91-54f65df79ee7;M10;Odéon;00c3130b-1af0-4ee8-a111-913dba77c1a0/0ac00d16-b248-455d-b8b7-ca38205c13c8;Odéon;2;6f0be043-8753-47a5-af4e-873682e9e557;;Mabillon / Cluny - La Sorbonne;Odéon;48,85216726110;2,33964633593
2960;0ac00d16-b248-455d-b8b7-ca38205c13c8;M10;Cluny - La Sorbonne;02040ce7-ca49-4639-8f91-54f65df79ee7/210f6272-d028-4394-9f3b-151ceca81043;Cluny - La Sorbonne;1;;;Odéon / Maubert - Mutualité;;48,85105028230;2,34427334542
2970;210f6272-d028-4394-9f3b-151ceca81043;M10;Maubert - Mutualité;0ac00d16-b248-455d-b8b7-ca38205c13c8/496acafa-f128-499e-9df6-de4721da1c2b;Maubert - Mutualité;1;;;Cluny - La Sorbonne / Cardinal Lemoine;;48,85012732380;2,34805429048
2980;496acafa-f128-499e-9df6-de4721da1c2b;M10;Cardinal Lemoine;210f6272-d028-4394-9f3b-151ceca81043/3b879b61-66f0-458a-b736-cd6fe06b58a5;Cardinal Lemoine;1;;;Maubert - Mutualité / Jussieu;;48,84665685130;2,35162325638
2990;3b879b61-66f0-458a-b736-cd6fe06b58a5;M10;Jussieu;496acafa-f128-499e-9df6-de4721da1c2b/6429e188-69bb-4dc7-8b46-c704e72841b1;Jussieu;2;7069efeb-bc47-4edf-bda1-82d5f4787e58;;Cardinal Lemoine / Gare d'Austerlitz;Jussieu;48,84615112310;2,35491798370
3000;6429e188-69bb-4dc7-8b46-c704e72841b1;M10;Gare d'Austerlitz;3b879b61-66f0-458a-b736-cd6fe06b58a5;Gare d'Austerlitz;2;7e001018-784d-4f3b-ac17-a1c54b1d00b5;;Jussieu;Gare d'Austerlitz;48,84243679700;2,36518481200
3010;dbdbbb8b-724e-4cb7-af3f-a8d4094d0b87;M11;Châtelet;51b86454-e062-49fc-b7f8-784b20e66b71;Châtelet;5;241906bd-1a8a-460a-a00a-19ab1e7af0d9/c9afc5c0-8386-4ac7-ba16-b78795f4bc30/9046fec1-7211-4c22-bdc3-f28e5aff4f2a/22df1bb1-c6ab-4788-8194-fd97d494e025;;Hôtel de ville;Châtelet / Châtelet / Châtelet / Châtelet;48,85755635940;2,34830889513
3020;51b86454-e062-49fc-b7f8-784b20e66b71;M11;Hôtel de ville;dbdbbb8b-724e-4cb7-af3f-a8d4094d0b87/f75c89cf-60d4-49d0-9c7f-746a897b8ff1;Hôtel de ville;2;5732ca8b-23ee-47fb-9718-77d2f6b477c0;;Châtelet / Rambuteau;Hôtel de Ville;48,85745183260;2,35100846139
3030;f75c89cf-60d4-49d0-9c7f-746a897b8ff1;M11;Rambuteau;51b86454-e062-49fc-b7f8-784b20e66b71/67a9e5c5-145f-4912-9520-ba5b689b7785;Rambuteau;1;;;Hôtel de ville / Arts et Métiers;;48,86120499030;2,35349574013
3040;67a9e5c5-145f-4912-9520-ba5b689b7785;M11;Arts et Métiers;f75c89cf-60d4-49d0-9c7f-746a897b8ff1/f1ad70bd-5d00-43df-8f2f-d403a99954e8;Arts et Métiers;2;5320b8bf-cb2c-49cc-bfca-d8934dbf07a2;;Rambuteau / République;Arts et Métiers;48,86532271170;2,35672986917
3050;f1ad70bd-5d00-43df-8f2f-d403a99954e8;M11;République;67a9e5c5-145f-4912-9520-ba5b689b7785/4210c802-0926-44df-a4a3-150a0081b1aa;République;5;b02dedb1-5c12-4990-85a3-51b96860363d/01aec5d9-209a-454e-8f37-b877f74ffe8a/b15b689a-f391-4a2c-8727-0073778518ed/1616e4eb-50f4-4073-b7c4-ddf714264278;;Arts et Métiers / Goncourt;République / République / République / République;48,86750342380;2,36382614398
3060;4210c802-0926-44df-a4a3-150a0081b1aa;M11;Goncourt;f1ad70bd-5d00-43df-8f2f-d403a99954e8/0781e432-ee8b-4a7d-805d-6402004e8a85;Goncourt;1;;;République / Belleville;;48,86995751270;2,37109483973
3070;0781e432-ee8b-4a7d-805d-6402004e8a85;M11;Belleville;4210c802-0926-44df-a4a3-150a0081b1aa/ae3b3a1f-8fc7-490e-b87e-04e0ee595633;Belleville;2;eb12bfff-2545-4cc0-bd66-abcb3bdee780;;Goncourt / Pyrénées;Belleville;48,87184879380;2,37659368274
